query_id,question,Acc,vIoU,tIoU
,,0.9809885931558935,0.7254856079367709,0.9809885931558935
,,0.9543726235741445,0.7416316721470317,0.8545454545454545
,,0.9961977186311787,0.613238848115163,0.9946949602122016
